Instance,Evaluations,Best Fitness
instance_5_moderate.json,7650,380
instance_5_moderate.json,7700,380
instance_5_moderate.json,7750,380
instance_5_moderate.json,7800,380
instance_5_moderate.json,7850,380
instance_5_moderate.json,7900,380
instance_5_moderate.json,7950,380
instance_5_moderate.json,8000,380
instance_5_moderate.json,8050,380
instance_5_moderate.json,8100,380
instance_5_moderate.json,8150,380
instance_5_moderate.json,8200,380
instance_5_moderate.json,8250,380
instance_5_moderate.json,8300,380
instance_5_moderate.json,8350,380
instance_5_moderate.json,8400,380
instance_5_moderate.json,8450,380
instance_5_moderate.json,8500,380
instance_5_moderate.json,8550,380
instance_5_moderate.json,8600,380
instance_5_moderate.json,8650,380
instance_5_moderate.json,8700,380
instance_5_moderate.json,8750,380
instance_5_moderate.json,8800,380
instance_5_moderate.json,8850,380
instance_5_moderate.json,8900,380
instance_5_moderate.json,8950,380
instance_5_moderate.json,9000,380
instance_5_moderate.json,9050,380
instance_5_moderate.json,9100,380
instance_5_moderate.json,9150,380
instance_5_moderate.json,9200,380
instance_5_moderate.json,9250,380
instance_5_moderate.json,9300,380
instance_5_moderate.json,9350,380
instance_5_moderate.json,9400,380
instance_5_moderate.json,9450,380
instance_5_moderate.json,9500,380
instance_5_moderate.json,9550,380
instance_5_moderate.json,9600,380
instance_5_moderate.json,9650,380
instance_5_moderate.json,9700,380
instance_5_moderate.json,9750,380
instance_5_moderate.json,9800,380
instance_5_moderate.json,9850,380
instance_5_moderate.json,9900,380
instance_5_moderate.json,9950,380
instance_5_moderate.json,10000,380

